CODGEO,code_departement,P22_POP,P16_POP,P22_MEN,MED_SL23,PR_MD60_23,P22_CHOM1564,P22_ACT1564,P22_EMPLT,ETTOT24
85248,85,421,409,195.898502,24740,,12.992074,180.614704,75.105424,13
85250,85,2443,2245,1027.935903,26270,,77.337412,1193.945492,337.154161,43
85251,85,637,654,297.806151,23380,,15.928405,291.60803,105.669309,24
85252,85,598,590,236.90371,24260,,25.104667,274.72875,73.661178,17
85254,85,1771,1755,760.202841,24890,,62.681942,829.630418,473.050866,41
85255,85,2347,2356,1178.328091,24770,,100.548774,741.623389,423.571181,58
85256,85,1263,1297,529.349273,24900,,39.555812,523.809768,146.54901,16
85259,85,1382,1345,583.967551,26500,,37.926899,720.513992,239.992149,34
85260,85,857,811,349.407789,23920,,39.783697,461.682989,255.041918,15
85261,85,297,246,110.697,24990,,22.779989,158.064561,38.94956,10
85262,85,3622,3375,1422.186001,25240,,110.473069,1919.146009,1251.793828,73
85264,85,1340,1340,553.437904,23000,,50.394626,575.416513,421.42389,36
85265,85,924,966,406.959268,23440,,60.245034,452.286295,118.762179,17
85266,85,1671,1585,651.926336,25020,,41.793287,796.579641,712.038148,45
85267,85,982,907,418.23509,25340,,53.858456,502.504406,104.740418,18
85268,85,1526,1425,671.738045,24780,,60.546452,716.977793,198.722434,45
85269,85,424,400,186.192931,25960,,26.300797,178.529036,26.463538,6
85273,85,1996,1788,800.835044,25740,,105.592295,989.826227,181.119273,41
85274,85,549,525,242.104634,24070,,19.928164,245.951106,60.254678,11
85276,85,753,788,341.708962,23840,,30.177036,381.720348,68.608701,10
85277,85,1592,1481,661.387194,25000,,56.269551,759.072612,197.071815,34
85278,85,1602,1303,856.549457,27430,,61.913341,484.087159,185.755177,38
85280,85,3390,3070,1510.031048,25480,,118.562932,1586.198181,957.579983,124
85281,85,1029,976,446.840544,24570,,32.920309,537.7357,71.921744,16
85282,85,972,884,396.357218,24660,,24.281214,470.00827,187.62807,23
85284,85,4535,4220,2092.157201,26550,,148.68248,1923.786707,1084.269103,120
85285,85,756,747,299.8083,24790,,21.49525,394.63724,59.275283,16
85286,85,551,579,241.775891,23910,,27.831443,244.634468,73.502132,17
85287,85,447,476,188.512711,24640,,16.569817,242.024327,76.568721,11
85288,85,8327,7510,3867.029474,27910,7,307.248134,3323.098479,2589.150319,354
85289,85,2173,2203,958.653666,24020,,84.049406,979.009833,678.025157,73
85290,85,538,570,248.452119,24740,,22.813818,235.790168,47.765671,15
85291,85,1255,1238,532.888028,25200,,52.295299,675.172335,128.660573,23
85292,85,1504,1493,605.126456,23940,,52.67835,695.195911,311.07721,37
85293,85,1556,1597,670.998549,26200,,36.295613,800.499723,542.581713,39
85294,85,3129,2907,1699,28330,,141,939,1101.207807,294
85295,85,3361,3177,1359.636216,25840,,102.7696,1710.951053,876.071579,86
85296,85,1240,1264,509.293109,24150,,53.277082,589.12383,223.906383,31
85297,85,1061,1019,501,24500,,42,458,189.261208,29
85298,85,1951,1660,824,25130,,66,906,240.436691,48
85300,85,4743,4657,1879.874746,27080,,136.062644,2269.328895,1286.669818,127
85301,85,1802,1711,729,26120,,44,957,438.867649,43
85302,85,5580,5545,2363.593984,25850,,155.218406,2733.882782,2470.769073,208
85303,85,1829,1802,790.830456,24060,,59.229428,784.094959,593.04431,52
85304,85,782,762,321.443143,23390,,40.939249,375.414953,165.556987,17
85305,85,823,860,359,24800,,29,325,220.963264,25
85306,85,743,727,304.722724,24800,,30.42243,339.488111,73.53771,9
