CODGEO,P22_POP,P16_POP,SUPERF,NAIS1621,DECE1621,P22_MEN,NAISD24,DECESD24,P22_LOG,P22_RP,P22_RSECOCC,P22_LOGVAC,P22_RP_PROP,MED_SL23,PR_MD60_23,P22_EMPLT,P22_EMPLT_SAL,P16_EMPLT,P22_POP1564,P22_CHOM1564,P22_ACT1564,ETTOT24,ETAZ24,ETBE24,ETFZ24,ETGU24,ETOQ24,ETTEF124,ETTEFP1024
44038,3035,2814,40.98,192,101,1240.06938387277,21,22,1377.69960243927,1240.06938387277,80.8971513711461,56.7330671953492,990.750937247011,25200,s,581.873821668243,456.000078887515,555.921614436321,1890.06690188678,89.3248580632051,1529.70416674208,69,8,8,22,24,7,52,6
44039,1172,1047,8.34,78,19,434.567145173616,10,5,451.397554530341,434.567145173616,9.46710526315788,7.36330409356724,374.501403897379,28080,s,220.093128318224,156.173655370235,154.844541164479,763.319937248748,36.7184379614221,639.334704957255,50,1,2,17,26,4,38,6
44041,6342,5490,32.56,449,273,2539.65864640614,72,51,2718.45067821153,2539.65864640614,26.6286004816536,152.163431323735,2090.64718234714,27850,s,3083.16152637257,2775.87481455962,2537.41151043537,3911.98279523152,158.818413480956,3272.81106841682,206,7,28,29,127,15,142,47
44043,7459,7035,11.3,417,393,3393.23962212775,55,81,3662.89927177316,3393.23962212775,112.853157340589,156.806492304818,2144.75654372832,28020,9,4952.40481339176,4336.21214741326,4195.92652166286,4526.78297228906,254.834148092353,3587.91937157057,392,7,26,18,288,53,272,98
44044,1072,1109,32.87,66,56,475.126893309204,9,8,565.917754469133,475.126893309204,37.3251318101933,53.4657293497363,368.715457170064,22940,s,122.444698466901,62.9972583710024,161.675197898311,629.136477569975,60.3788907347436,502.027217583407,21,6,1,4,7,3,18,1
44045,3954,3692,37.2,276,226,1422.1989892997,40,36,1528.17916083961,1422.1989892997,30.7342497465727,75.2459217933333,1160.62143527054,27730,s,1202.40240316202,1062.63589325164,1466.8863979255,2429.01566744085,103.289979163917,2003.78611699837,89,3,13,15,49,9,65,11
44046,2615,2684,23.62,154,87,1055.73162957911,19,6,1121.46201056653,1055.73162957911,18.2584391631744,47.4719418242534,903.239869652868,27300,s,199.304174380274,116.706452313377,189.012047366135,1685.0660189431,99.3632431587337,1378.34068550328,41,9,1,10,13,8,35,1
44047,23541,20900,44.03,1555,858,9974.34550673684,257,158,10483.1019703344,9974.34550673684,87.041710179627,421.714753417904,6533.84171415982,27510,9.6,7472.63618357874,6511.69449776603,5928.72168585124,15181.7606346861,990.78131667832,12133.6553043683,588,7,67,112,344,58,372,162
44048,2534,2543,39.97,184,54,993.224361888705,32,10,1062.86562582923,993.224361888705,15.139405204461,54.5018587360596,814.972703917483,26740,s,294.471557074836,196.019818429547,275.37583676373,1621.49367239841,67.6812020396772,1310.51046046554,62,8,7,16,26,5,50,4
44049,4081,4066,4.5,122,549,2131.44176244332,15,107,5438.620103089,2131.44176244332,3174.49808032259,132.680260323081,1526.48681338287,28540,s,1259.08944725164,952.075697971591,1195.17666519035,1677.87623556558,120.299172872288,1192.60304438904,193,15,7,10,148,13,145,12
44050,2985,2926,25.85,175,92,1184.0960331215,26,13,1298.80880379258,1184.0960331215,30.5900721789529,84.1226984921205,1078.06784745987,26490,s,224.110766544364,148.392829229631,271.485664730812,1828.74836505481,78.3107522641675,1481.16761968564,29,0,1,9,14,5,23,2
44051,3578,3488,63.51,206,268,1491.10184661233,37,41,1662.89889196166,1491.10184661233,38.4016924898514,133.395352859484,1058.63361304174,24310,s,1635.70366065694,1396.96674951838,1443.2379451437,2185.3828323363,121.823967047125,1690.73509204508,142,28,10,12,74,18,105,30
44052,8117,7852,48.5,589,433,3362,75,85,3752,3362,56,334,2543,25630,9,3387.87796314488,3125.48034448402,3603.33663927244,5020,329,4053,176,10,33,30,88,15,114,47
44053,2288,2188,14.16,165,59,898.688425486277,26,18,971.712994989922,898.688425486277,16.9203270801127,56.1042424235315,738.04016730435,26660,s,233.155250746609,172.204392253519,210.736539287888,1443.25724341822,73.2067688878547,1167.17028427457,31,4,2,10,12,3,21,3
44054,3062,2983,58.18,192,97,1228.61013812684,27,23,1325.69033648338,1228.61013812684,17.0690458648856,80.0111524916512,1016.6567216017,25280,s,558.503984230877,440.840957911515,554.320744354162,1877.14971460948,96.4542749057981,1494.57526572167,72,6,8,20,33,5,53,14
44055,16613,15455,22.19,545,1607,9081.97646706286,80,308,23983.865415375,9081.97646706286,14070.7336039727,831.155344339405,6378.94505298858,32440,8,5978.90360226712,4570.97887394314,5736.22482322187,7954.47680016049,639.468536639242,5886.26809020109,989,13,47,69,799,61,734,110
44056,3852,3601,64.81,310,181,1490.69896163516,58,27,1651.010437045,1490.69896163516,37.4754098360653,122.83606557377,1140.75984983482,26570,s,535.290164524872,357.829218517803,547.887761313466,2355.45102291785,127.984321768917,1969.56776581736,75,11,1,18,31,14,59,6
44057,2257,2447,44.18,127,226,982.362984880481,12,28,1206.80606027746,982.362984880481,105.679474962704,118.763600434277,789.815815777009,23570,s,402.083485119697,288.471193621069,404.719334823202,1334.85048763001,118.312135013545,1007.58501806226,46,9,3,12,15,7,35,5
44058,502,483,22.04,49,18,207.97246535142,5,2,246.377830034258,207.97246535142,13.2018441097254,25.2035205731121,163.516114834184,23250,s,58.9307176703671,23.5941060126467,80.0303520927753,305.783623191972,31.9883833961592,228.214882617616,13,9,0,0,2,2,11,0
44061,3289,3227,57.22,215,207,1274.4686013334,31,43,1429.91364091295,1274.4686013334,74.6136189981857,80.8314205813678,1041.11428419425,25360,s,509.273698979259,372.535342933444,473.464396204082,1918.94947814682,136.065571346198,1547.90567487683,69,14,3,10,31,11,56,7
44062,1880,1781,53.58,132,79,763,20,10,870,763,55,52,596,25120,s,224.683075273609,163.489139371056,253.658072309356,1227,90,959,29,1,0,9,13,6,16,7
44063,3794,3621,23.97,228,224,1529.13564347457,26,38,1661.65304888907,1529.13564347457,42.813315595454,89.7040898190466,1241.52081423571,27430,s,2078.54238561524,1901.28549807334,1887.79764503617,2336.26021732831,123.445210954509,1876.98614869734,124,3,12,13,82,14,91,24
44064,5090,4543,15.77,305,229,1978.87092122772,36,36,2087.77338240579,1978.87092122772,23.8548248294806,85.0476363485831,1515.53058062756,27630,s,1025.48107838748,856.611782789588,1012.84048676699,3153.86128792266,141.293148775777,2546.12132047966,82,9,3,15,40,15,55,18
44065,770,772,34.4,50,22,328.632472590071,9,11,434.874481722491,328.632472590071,37.0844748858447,69.1575342465753,268.514004685436,23110,s,121.92988794537,57.9188450187002,127.957274153429,447.579900931858,35.0389571402772,338.440001435863,20,8,2,1,5,4,17,2
44066,6910,5841,33.87,563,128,2499.31857961427,61,29,2640.76895794912,2499.31857961427,23.0939393199763,118.356439014879,2020.09855504303,29730,s,2039.09081923561,1755.6457486955,1662.1891640377,4470.53922731366,182.315463357821,3727.60525232119,192,9,18,41,104,20,133,43
44067,5242,5215,105.51,262,459,2364.59514811732,31,90,3016.00749413806,2364.59514811732,178.281273647781,473.131072372958,1757.83578361213,23280,15,1437.11715251532,1090.6892604372,1371.21734024229,3082.0089335093,272.880176779199,2331.18885825328,165,32,11,19,85,18,116,25
44068,3577,3335,69.9,212,266,1503.88785746161,28,43,1795.66557659852,1503.88785746161,116.493343088243,175.284376048664,1254.09298075245,24450,s,599.402699626819,429.287234184931,588.925547787102,2144.3873930007,132.280531874165,1704.48526553011,63,12,6,9,25,11,45,9
44069,16684,16186,81.44,800,957,7881.98617803657,124,179,9820.65301062303,7881.98617803657,1264.22903579336,674.437796793102,5505.3065152717,28630,8,8560.88308038974,7114.11716225947,7632.18979535562,9764.02750361287,601.398787654598,7550.60235797208,913,28,73,109,627,76,638,161
44070,4734,4648,11.81,331,142,1953.44052741217,37,20,2144.08596703642,1953.44052741217,127.096959749503,63.5484798747515,1550.50458656524,29150,s,1634.73357596546,1417.29101132698,1757.61420870565,3056.99351282222,156.755776074213,2444.49037518446,148,10,20,21,83,14,108,28
44071,5992,5755,20.59,322,324,2412.16626421966,44,62,2498.2384080537,2412.16626421966,16.394694063628,69.677449770419,1864.46361302056,30880,s,2129.79225956953,1779.35735832248,1718.24602799971,3714.53624208358,193.680121854577,2889.11948667281,268,13,27,44,160,24,181,67
44072,7178,6719,71.43,479,368,3035,60,70,3460,3035,187,238,2268,25730,9,2488.74946402599,2157.92287847557,2410.37903918598,4307,262,3450,203,19,14,25,125,20,153,31
44073,6528,5930,73.93,434,280,2501.74068523035,62,41,2713.75188465976,2501.74068523035,85.8386807445895,126.172518684818,1940.82916443486,27820,s,1769.61518241177,1436.22054932731,1602.94906606321,4131.32857373511,227.093747198107,3311.11948720212,204,16,25,35,110,18,143,45
44074,4172,3915,4.72,299,130,1920,44,22,2035,1920,21,94,1214,27770,s,1194.78047373394,1049.71670708491,1200.34758415193,2737,195,2243,62,0,9,9,37,7,45,10
44075,1825,1853,38.66,108,128,800.412603527637,23,33,918.618793853048,800.412603527637,15.7608253767215,102.445364948689,639.659103380394,23980,s,448.646526029309,357.931701051724,448.618253221052,1116.29763263182,90.3225765684506,885.155792612091,46,8,6,9,14,9,37,7
44076,1381,1342,33.21,86,42,544.550382044202,16,10,637.494126700799,544.550382044202,28.7454880381229,64.1982566184745,472.445212346797,24170,s,176.743887618995,109.969550209545,206.221280807201,857.584810860132,48.6711744637622,684.211339488486,25,7,1,5,7,5,18,1
44077,2753,2434,54.53,216,165,1084,35,32,1267,1084,63,120,888,25450,s,419.076535686338,273.568302019277,375.114232118088,1616,79,1359,57,8,3,7,28,11,44,7
44078,327,351,24.65,25,18,154.965364648707,1,3,196.965364648707,154.965364648707,13,29,110.724363267968,21560,s,145.815648460325,133.921575846087,189.373668212766,187.005378982988,18.7435081599614,152.541062351189,9,1,0,2,3,3,7,1
44079,3214,2977,23.98,244,87,1300.10058841499,42,12,1365.31335843935,1300.10058841499,9.46636984224639,55.7464001821176,1002.10789981577,26850,s,682.210655555543,531.609488582074,609.664891753971,2094.93471613149,95.1699865391003,1750.18969326425,87,18,11,16,36,6,65,13
44080,769,766,16.22,60,25,320,5,4,356,320,12,24,276,26990,s,82.3130175933342,55.3243183796646,56.0897995593977,493,23,391,12,1,0,4,4,3,10,2
44081,4769,4493,63.32,328,332,2008,55,57,2286,2008,85,193,1503,24680,s,1613.93401389944,1332.39465004323,1461.69397100595,2810,153,2245,155,18,13,32,71,21,117,27
44082,5593,5143,45.41,350,254,2054.49967073978,45,45,2185.28063882592,2054.49967073978,15.8202783975166,114.960689688621,1689.779807425,27020,s,1269.12324329988,1089.21418297286,1293.94597725237,3524.42534455901,158.440568978086,2826.29318906844,104,9,4,18,59,14,78,18
44083,2468,2401,29.54,187,157,919.636838025546,30,27,990.901712435934,919.636838025546,6.39556565221432,64.8693087581738,762.974531486586,26010,s,946.562366130447,828.613816070425,780.624784421763,1557.36422126956,68.7138796590253,1265.46425131451,40,7,2,10,13,8,26,9
44084,8595,8126,45.31,561,394,3464.15603771799,65,61,3646.16212303279,3464.15603771799,38.2679461431107,143.738139171684,2409.57349946192,27370,8,2592.96468990132,2152.08608838587,2253.87846625434,5469.1160419315,231.343030532139,4442.78884309819,240,24,19,21,149,27,160,51
44085,949,1020,18.16,51,40,391.509211403734,9,5,448.893481066656,391.509211403734,10.0674157303372,47.3168539325848,324.196608442101,24400,s,228.590971036271,181.897181877989,179.282011290101,557.623949145974,27.8395889129985,452.139528416516,23,4,4,3,10,2,17,5
44086,1064,1035,35.38,77,60,456.505458935895,12,9,532.122577963319,456.505458935895,21.8891660342544,53.7279529931699,353.707300556024,23610,s,165.151129962295,102.271580467467,169.513146575637,662.663897275919,47.1023053566935,527.741707447139,25,12,2,3,3,5,18,2
44087,7665,7393,84.89,382,480,3385.33912105465,56,89,3791.50167434129,3385.33912105465,99.4494123608019,306.713140925838,2396.36473928076,25310,10,5170.09384932943,4661.60420664145,4489.19460753369,4481.32730146684,274.527376327938,3545.19380680234,341,22,26,44,204,45,235,74
44088,3071,2908,17.45,239,74,1236.61780169571,31,13,1313.29812051172,1236.61780169571,20.7244104908122,55.9559083251929,984.04302846274,27280,s,356.266939398949,236.343036225588,335.926786405069,1936.14971031849,66.203057276353,1617.3859581641,60,14,2,6,30,8,47,5
44089,3689,3429,31.24,285,99,1431.72228118094,53,21,1525.77912118848,1431.72228118094,26.126900002094,67.9299400054444,1117.9653775287,28030,s,2063.6712191762,1913.72689687028,2085.59936926623,2316.98858306135,104.165292041574,1895.37782741022,136,5,30,27,61,13,82,38
44090,1578,1479,17.8,104,46,655,22,10,698,655,10,33,517,25200,s,427.569930720584,340.15616106333,865.110220628101,1060,52,879,37,4,2,15,13,3,32,4
44091,1529,1499,27.68,100,54,660,18,15,756,660,36,60,509,24310,s,229.380420885374,138.09510963877,265.662883193563,958,50,758,40,15,1,3,15,6,31,3
44092,670,691,18.78,38,31,306,8,7,425,306,65,54,262,22530,s,67.0267779650275,38.9723020464757,79.9199936580311,400,31,295,9,0,0,1,5,3,5,1
44094,3393,3208,14.75,220,177,1313.75946608438,37,30,1411.49416968036,1313.75946608438,25.2218589925094,72.5128446034646,1033.72036360397,29420,s,481.437875892322,348.691577194423,609.542938320548,2133.29939244725,107.675806226259,1720.08994409599,58,8,8,6,28,8,40,10
44095,1587,1512,27.63,105,72,654.572327507981,15,7,742.237609154176,654.572327507981,23.4453660216569,64.2199156245385,497.928967838814,23920,s,192.926109705663,139.715965878339,228.982351506705,985.501868936373,62.2605264094884,792.831072527154,28,7,3,2,11,5,23,4
44096,4681,4686,49.75,305,94,1903,40,25,1994,1903,21,70,1484,26450,s,1018.27956092626,853.527359358776,1020.08925678191,2919,120,2381,113,11,13,19,57,13,78,26
44097,2156,1938,16.72,67,146,1084.32898735309,14,28,3137.12095805178,1084.32898735309,1951.56125328243,101.230717416254,862.932568960295,28570,s,384.848994979534,228.643120063043,365.996359210641,1092.73599891211,118.448699904373,757.219207092746,75,5,4,7,57,2,46,7
44098,5619,5271,59.55,391,395,2303.64044073555,59,67,2702.87276785026,2303.64044073555,200.109042973546,199.123284141164,1903.97517941884,26010,s,1089.16612908021,872.863414669438,1082.2956657963,3375.93994430025,152.532998122997,2680.64613429293,119,15,12,25,55,12,89,18
44099,1964,1960,50.43,113,174,821.9377977051,18,28,985.919477668733,821.9377977051,65.7951185039271,98.1865614597067,635.088931490095,24330,s,511.885822356326,356.131928150367,430.790483107448,1125.11224702931,95.7377943291026,859.720217747072,63,19,4,6,25,9,48,9
44100,2341,2179,9.78,194,40,939.607184709322,30,8,983.388213972693,939.607184709322,11.199798183653,32.5812310797178,753.640918354774,27170,s,285.850678334431,186.274354537125,328.740137632783,1476.07815699517,76.8845650918963,1239.62353902582,46,15,3,7,14,7,38,4
44101,6523,6215,3.64,407,298,2757.17372680995,60,39,2902.29489267722,2757.17372680995,25.0568919483055,120.064273918964,2031.53733916722,27090,10,3277.74174359053,3020.41376403509,2980.69602456356,4040.5058384842,291.678834360854,3169.63225134845,157,0,6,15,110,26,109,32
44102,3346,3097,28.24,222,91,1321.98780517536,27,8,1398.59503074545,1321.98780517536,13.7500148459144,62.8572107241802,1115.70469390904,26650,s,686.426239998765,499.393725247283,464.723638822046,2097.38505454256,67.7361736388272,1736.32748900481,98,14,14,23,38,9,73,18
44103,7289,7079,36.79,489,423,3154,78,78,3346,3154,38,154,2053,25290,11,10968.5934757771,10601.5948262009,9623.4604656255,4410,289,3441,325,1,51,27,218,28,186,129
44104,843,859,13.73,50,27,341.6854724911,8,6,382.6854724911,341.6854724911,23.6060606060606,17.3939393939394,283.26426774389,25360,s,84.0283750865053,47.2314791525118,75.5524894347212,545.002752179472,26.007149823501,428.502396545772,13,4,0,4,3,2,10,2
44105,356,384,9.93,26,20,155.023490953042,7,1,189.023490953042,155.023490953042,11,23,121.914276873724,22530,s,49.0014988391864,26.3709928607573,47.9162206619922,224.016516257108,20.7615113163321,180.056050900029,11,6,0,1,1,3,8,0
44106,1846,1576,9.58,74,109,910.568947790831,13,16,2019.42773833556,910.568947790831,1017.67664047158,91.1821500731485,681.114896150449,27460,s,201.557815756564,116.915390948997,241.969862560095,957.008126885992,70.1035203777469,676.591160134889,50,9,4,5,29,3,42,1
44107,2004,1874,18.87,155,28,761,29,6,803,761,7,35,640,26250,s,230.451046230663,178.546472598568,225.155804518639,1340,75,1110,40,3,4,11,16,6,35,4
44108,2903,2810,16.5,225,77,1169.23011514472,19,14,1218.75754560908,1169.23011514472,12.3818576160893,37.1455728482678,877.319352818705,27450,s,704.564815919105,564.167091943515,667.596353527522,1883.8980378043,96.5461828947199,1541.18090677997,84,16,8,13,39,8,58,14
44109,325070,306694,65.19,25742,13173,172690.222510607,4051,2213,193629.315477055,172690.222510607,9090.83045351244,11848.2625129355,62556.0329469031,26720,19.1,213420.039399095,189512.779578214,185692.667894257,227588.454094822,22425.0098782791,168362.743583569,11718,13,392,484,9368,1461,7735,2674
44110,9448,8651,66.56,556,433,3850.94255187022,64,64,4266.34031489309,3850.94255187022,82.5105145730344,332.887248449828,2691.7349714078,26520,8,3044.97952602343,2540.98130337665,2696.59971507225,5829.55272507072,277.226365616522,4660.78200341281,288,19,22,27,182,38,193,66
44111,2335,2144,37.4,168,58,896,25,13,976,896,11,69,713,26520,s,218.457675998697,134.410107474372,215.791460611497,1517,76,1200,33,10,1,4,13,5,26,2
44112,579,592,7.71,41,17,223.28174622109,5,3,246.098111282931,223.28174622109,3.96806348901582,18.8483015728252,179.603261706091,24010,s,79.2853614004104,62.5410286110536,76.658313353552,373.130606304967,22.712482263397,298.540078785027,9,2,3,1,1,2,8,1
44113,4280,4130,57.7,231,321,1836.25514528431,44,54,2059.91021774808,1836.25514528431,54.1265700483095,169.52850241546,1204.16823066509,25220,s,2004.64364405858,1720.15900350592,1882.5060674495,2557.94396868168,181.113339918735,2014.42623781385,167,11,11,19,101,25,115,38
44114,28341,25931,27.67,1707,1266,12398.7790956008,272,214,13141.6835029515,12398.7790956008,208.551333561537,534.353073789161,8174.48172980838,30410,11.3,13164.1429039629,11793.9915399961,12322.4893100806,16980.8843099714,1161.54809621906,13105.1385459714,963,3,38,102,717,103,648,253
44115,3915,3763,22.12,270,208,1589.93716877532,32,44,1761.21198874036,1589.93716877532,60.6197396505453,110.655080314488,1297.46955436259,28380,s,525.12926837624,373.904459325606,538.556446117494,2376.55217495251,114.669524756844,1937.04645322508,75,2,1,13,53,6,65,4
44116,3030,3144,2,175,316,1472.37671125355,21,57,1751.61176945159,1472.37671125355,44.8270327542009,234.408025443842,855.963449025946,23620,s,1059.22606388385,951.626657609926,1074.18664880663,1780.80665520187,159.890422015232,1328.86224971168,52,1,4,5,27,15,37,9
44117,3374,3236,11.75,244,85,1375.2538073836,40,18,1514.46180331494,1375.2538073836,44.1152099782409,95.092785953097,1093.33729582282,27870,s,761.465626518616,597.361982568265,785.132414160757,2171.58975531928,80.9892776981384,1801.26647967772,102,9,12,18,50,13,76,20
44118,1454,1342,30.59,106,45,539.960674434195,18,11,592.015584922414,539.960674434195,20.4136903875368,31.641220100682,445.791714099366,24420,s,201.520708234645,126.148165910566,215.619451255419,881.616366924651,50.6212709867787,723.654245251096,27,6,2,6,11,2,19,5
44119,2042,1978,35.92,138,67,809,19,17,880,809,28,43,653,25020,s,282.856770408764,186.469227672335,342.701646997502,1249,69,993,47,6,2,15,17,7,39,2
44120,5335,5050,30.65,367,260,2262.62523741664,57,42,2496.83842095146,2262.62523741664,30.9532841675985,203.25989936723,1586.92816996161,26610,s,1045.93492111571,834.381356804647,1016.09013101417,3300.53583319249,222.561872199828,2617.62720653823,110,3,8,18,57,24,78,20
44121,437,429,22.53,24,25,182.757711766416,6,3,234.962597503217,182.757711766416,10.0394011032309,42.1654846335698,155.659295608834,23210,s,67.9554990270152,41.0994960634195,72.9517436960697,267.4558643946,24.4438751915953,203.936481259998,13,7,0,1,1,4,10,1
44122,3865,3605,25.97,261,81,1481.12922402843,30,14,1564.48891236535,1481.12922402843,17.862790357913,65.4968979790143,1197.08865412343,27740,s,463.95785382065,340.447264639746,520.811008885602,2503.24864098569,114.947974025622,2035.3799212558,71,8,4,9,41,9,58,7
44123,1011,983,27.3,67,53,450,12,7,532,450,31,51,348,24300,s,127.683429517287,66.8432655326417,134.217698715841,616,37,489,26,7,1,8,8,2,24,0
44124,829,770,24.95,66,26,326.477033750849,13,6,384.871374164397,326.477033750849,20.6097672047818,37.7845732087666,264.137597767218,24490,s,121.880210339213,82.2793996104539,130.133009485974,494.408221845579,33.4032483280452,382.645067556816,22,6,2,3,8,3,16,2
44125,2663,2261,12.37,62,304,1359,8,56,4135,1359,2666,110,1060,29320,s,548.971704578957,391.252611259324,489.300450555493,1184,106,837,110,4,9,7,81,9,77,4
44126,4617,4164,16.39,208,353,2229.22305583171,25,68,4621.32904191726,2229.22305583171,2241.5914521296,150.514533955944,1741.15342769987,27060,s,838.81048571548,617.097306592052,665.420608459795,2363.23337406305,170.354371885168,1822.27797847778,127,13,8,23,72,11,97,13
44127,2802,2610,24.42,185,160,1094.24684071967,23,29,1169.67945500176,1094.24684071967,11.9734308384274,63.4591834436652,868.996149613351,25440,s,615.29941374783,483.974154110919,536.856016636346,1719.60718557217,58.4460524904635,1423.92448545186,77,16,7,19,25,10,51,16
44128,5281,5241,104.38,284,319,2217.90339809658,33,49,2545.10594957145,2217.90339809658,123.723464776435,203.479086698435,1718.68768241659,24720,12,959.507853137373,659.895533632592,875.415578968999,3167.9874389013,269.423561123634,2460.57023776111,146,36,6,25,61,18,113,14
44129,11249,10666,55.79,670,608,4812.48421611674,99,102,5183.42286051853,4812.48421611674,59.0882902264623,311.850354175324,3431.21203818109,26570,8,4923.60932222641,4394.49174947431,4279.9693466968,6844.57061578886,450.449970755169,5325.16675699532,358,12,41,37,209,59,242,94
44130,6942,5877,21.88,483,264,2789.6215000902,90,63,2950.24883562106,2789.6215000902,37.9008319791912,122.726503551667,2167.3807186484,29240,s,1888.92335846346,1535.94121390964,1409.90666220799,4331.13137459097,173.333934480129,3544.67459583642,202,3,21,28,136,14,149,39
44131,18382,14703,94.18,593,1322,9238.43431575648,89,226,14549.7966707624,9238.43431575648,4771.22338971678,540.138965289107,6489.28319572247,29470,7,8074.5610501423,6601.48757235971,6369.35381267476,9612.77409293927,701.094187402158,7312.03404101877,871,25,47,65,658,76,635,138
44132,12530,10676,12.67,490,900,6489.33591940642,66,175,13188.5241158602,6489.33591940642,6269.10902410204,430.07917235175,4422.48297425894,31310,8,3303.51528769325,2479.71375289618,2788.06793698644,6452.72126287081,528.420740537047,4929.95042163567,501,1,26,43,396,35,389,51
44133,3046,2910,32.57,219,71,1295,34,14,1419,1295,47,77,985,27910,s,471.794850586059,336.874964109532,443.258481790381,1953,99,1634,67,9,1,11,39,7,49,9
44134,1050,1025,11.72,86,30,394.519414491046,15,3,412.947630250122,394.519414491046,5.11894882196555,13.3092669371104,317.904076747096,26210,s,136.567339765068,97.701976704905,129.900099417812,659.907544589495,18.9688260869723,541.607335163625,23,5,1,5,9,3,20,3
44135,4007,4410,4.39,108,595,2239.37546209806,11,99,6640.18900053881,2239.37546209806,4205.78908696925,195.024451471505,1550.04769021157,29460,11,1293.12129079815,993.744106998723,1381.13400974746,1620.39716780229,165.248006731308,1150.757377324,240,0,9,16,195,20,177,21
44136,1246,1223,4.88,34,109,686.601586638877,7,22,2392.84155813532,686.601586638877,1626.58749125459,79.6524802418486,517.470130477197,30360,s,277.408211383098,183.28756998459,282.804664989226,572.857747701777,61.7093118117149,349.571211401896,64,0,3,9,47,5,44,5
44137,3557,3476,22.82,245,110,1355.50841040336,30,13,1450.96278314473,1355.50841040336,28.4938426093644,66.9605301320063,1155.18598551108,27680,s,653.111692589434,530.710703079904,602.321028251696,2253.83118355547,91.9797597530181,1865.72784109695,73,6,2,17,41,7,58,10
44138,1124,1119,20.09,96,29,442,24,4,486,442,10,34,332,25930,s,541.711855512577,447.735304267091,460.698089303698,745,36,595,55,5,8,12,26,4,34,19
44139,1541,1379,17.67,127,41,604,14,5,668,604,20,44,513,25720,s,171.299475455111,116.84332441474,181.42798098495,995,43,815,20,5,1,4,4,6,17,2
44140,1559,1525,18.17,125,43,627.703989997268,23,7,664.447463567758,627.703989997268,10.9237353858213,25.8197381846686,538.287885656346,25890,s,287.687547697931,224.492395609735,263.89576815897,1035.92107645575,46.1211630166492,858.560332111764,31,8,5,4,10,4,20,5
44141,1288,1284,12.98,92,25,486.632360546171,16,6,502.851740336949,486.632360546171,2.02742247384728,14.191957316931,404.661375331434,25480,s,147.970139126332,94.7400649531785,187.374214284912,828.686481191143,34.6873053203627,670.732484230691,27,5,3,6,8,5,23,3
44142,1932,1899,21.38,135,41,764,10,6,815,764,21,30,614,25910,s,292.571039527041,190.758787806274,269.866131495615,1276,63,1047,42,9,8,9,11,5,33,4
44143,43349,40368,13.78,3327,2341,20602.7031189425,508,406,22284.5558570425,20602.7031189425,461.924654460964,1219.92808363905,11892.2641929374,26580,14.1,16652.4848597877,14561.8728783286,14272.9441671599,27681.1366796872,2159.35550875349,21663.5635943284,1241,1,64,70,967,139,832,306
44144,2358,2319,50.02,139,217,966,21,37,1092,966,55,71,702,24390,s,644.182809070602,509.69994202526,636.878779115021,1403,77,1082,64,9,5,9,28,13,45,14
44145,3272,2913,37.73,240,193,1272,26,33,1372,1272,45,55,1068,26650,s,561.13556285551,425.743063893059,544.648140936602,2034,78,1674,57,9,2,10,28,8,43,11
44146,2152,2237,56.32,142,194,912.788673506067,23,37,1087.01212687633,912.788673506067,48.6204986149584,125.602954755309,748.898824168519,24350,s,314.963766211658,196.383120692255,350.390697440297,1260.08607219933,81.3571280509274,951.01850695341,55,20,5,8,15,7,46,2
44148,705,708,33.63,41,30,284.947215761116,9,3,367.456915937483,284.947215761116,14.1445200302344,68.3651801461327,228.869645872416,23410,s,71.7476680596421,47.9872307520771,89.6343094307301,447.257087845339,36.6106988001812,324.186080658677,11,5,0,2,1,3,10,1
44149,4075,3860,57.46,316,139,1614.15644522289,46,21,1745.53987217594,1614.15644522289,46.3072734342705,85.0761535187761,1309.95108688569,25830,s,565.209391410537,394.057146606459,525.884672603867,2532.29861391687,104.965485143795,2101.15869148527,76,8,4,17,36,11,54,7
44150,3991,3912,17.94,265,127,1604.88602559767,23,21,1694.99011699499,1604.88602559767,24.4848074449251,65.6192839523993,1330.87510125119,28420,s,4460.07401739283,4166.1419571445,4042.55954804313,2442.94367742336,102.814581657251,1933.49608484637,195,5,20,18,138,14,110,75
44151,6949,6355,24.71,419,232,2847,49,46,3164,2847,187,130,2270,29840,s,1357.11793165491,1093.49140050089,1326.31916608064,4228,207,3428,140,7,16,28,75,14,99,25
44152,3014,2984,25.99,240,90,1193.04027372785,31,17,1307.63684135617,1193.04027372785,28.1282484178616,86.4683192104636,1006.24872406467,26120,s,313.070179963723,232.008291591478,274.084481470979,1822.6164499934,111.091592430102,1472.96472566841,65,7,3,5,43,7,49,9
44153,1749,1777,47.56,132,71,707.222750233431,19,17,839.948498736425,707.222750233431,31.4083832335329,101.317365269461,571.637732938934,23860,s,185.739008482381,111.764198830365,212.400480005999,1060.55042860708,77.3776563020472,804.304118827066,29,5,2,7,10,5,23,3
44154,14645,13778,19.29,523,1240,7004.36861882252,77,203,10824.7279793196,7004.36861882252,3535.47555952918,284.88380096786,5000.25986717363,28760,8,4896.98753870102,4165.53587783064,4811.45877385863,8283.35618583195,511.956067651639,5913.77155292541,414,2,26,53,290,43,302,67
44155,3499,3333,35.72,254,71,1381.03798385506,47,9,1467.82198478865,1381.03798385506,18.8206267084895,67.9633742251009,1080.17743822916,26570,s,416.041298201545,290.489921635124,415.541531300024,2248.36411319045,125.665564612684,1850.91409925523,70,3,5,22,33,7,57,6
