CODGEO,P22_POP,P16_POP,SUPERF,NAIS1621,DECE1621,P22_MEN,NAISD24,DECESD24,P22_LOG,P22_RP,P22_RSECOCC,P22_LOGVAC,P22_RP_PROP,MED_SL23,PR_MD60_23,P22_EMPLT,P22_EMPLT_SAL,P16_EMPLT,P22_POP1564,P22_CHOM1564,P22_ACT1564,ETTOT24,ETAZ24,ETBE24,ETFZ24,ETGU24,ETOQ24,ETTEF124,ETTEFP1024
53233,335,376,8.29,26,6,141.688329624365,2,2,163.949491511118,141.688329624365,11.1305809433764,11.1305809433764,114.059507466047,23420,s,45.7445297530786,36.9693283195992,54.5807694770755,202.447526227512,9.98464130876644,157.037108044489,9,0,0,0,6,3,8,1
53234,321,362,9.98,10,16,140,1,4,174,140,24,10,127,26260,s,26.002247269621,10.002247269621,46.9982854964438,194,11,153,8,6,1,0,0,1,8,0
53235,228,212,11.34,7,12,105.571267606174,1,1,172.196965930197,105.571267606174,45.7430167597765,20.8826815642458,89.6001083426801,24010,s,28.0459097399315,7.13617695313225,29.7423398008739,119.636519048584,8.05524660483551,87.53212905167,8,6,0,1,0,1,7,0
53236,166,161,11.87,12,9,88.2531645569624,0,1,164.586497890296,88.2531645569624,46.0091324200913,30.324200913242,74.5949367088611,22860,s,22.8715007614244,12.3651716475003,21.1862555764361,93.5063291139245,7.35443037974687,73.5443037974687,9,5,1,0,2,1,6,0
53237,440,472,16.39,25,18,194.595444858129,2,4,284.027576244657,194.595444858129,62.6024919705699,26.8296394159585,157.892249852172,23740,s,69.8538964269545,34.6560206034929,82.111810847281,262.596304757109,11.7828720201763,191.289984439271,13,7,0,2,2,2,13,0
53238,521,553,21.45,18,31,255.512325353833,3,4,365.13935238086,255.512325353833,48.4666856330013,61.1603413940255,191.289932938652,24400,s,85.2084798034714,40.1344866278503,82.3357035718995,306.000374197867,16.8795104391789,234.187123519375,14,5,0,1,6,2,14,0
53240,425,443,12.36,20,19,193.938600805043,3,4,225.80066977056,193.938600805043,14.9353448275862,16.926724137931,158.172626746184,23970,s,34.2155991447149,16.6895146304341,52.5538078230666,264.780924014512,8.83982596064855,200.166112831579,10,5,1,2,1,1,8,0
53242,255,263,13.22,17,10,97.8488372093023,2,1,119.848837209302,97.8488372093023,12,10,84.0116279069768,26100,s,53.61387676826,26.865296926949,75.2319339548968,159.127906976744,8.8953488372093,120.581395348837,8,6,0,1,0,1,7,1
53243,1782,1746,21.26,140,51,718,22,7,793,718,17,58,572,26650,s,316.683599158091,249.42332472515,307.469816385776,1135,42,915,41,4,4,9,19,5,30,6
53245,927,942,40.9,64,40,394.822404725957,11,4,503.021326694624,394.822404725957,38.9516119087201,69.2473100599469,313.45473135399,24850,s,351.25946967541,256.921698661868,368.721908642998,568.210330836665,32.2217249916019,461.63355663053,40,16,2,5,14,3,35,3
53246,1761,1993,37.34,108,142,849.424427038931,9,26,1112.48314745961,849.424427038931,91.7177914110431,171.340929009641,629.530451348649,24420,s,270.603019247528,185.58042111749,323.356871485089,990.360690019692,67.1596967138038,774.994713731557,40,9,2,5,15,9,33,3
53247,2313,2153,15.69,126,78,963.626188686609,18,13,1049.0000545283,963.626188686609,13.7383232388923,71.6355426027958,721.684948287917,25620,s,654.653136497162,580.933508592547,655.827306322155,1364.52358766956,55.6487193245166,1084.17958393908,50,2,9,5,26,8,33,13
53248,132,141,9.74,3,3,63.1714285714286,1,1,98.4921832884097,63.1714285714286,21.5849056603774,13.7358490566038,50.9142857142857,23290,s,32.4993376720695,12.5881115305403,34.0914921950299,85.8,6.6,69.7714285714286,5,3,1,0,0,1,4,0
53249,1107,1118,71.92,47,64,525.029765200342,7,10,820.201652689548,525.029765200342,132.212407937874,162.959479551333,432.395348269366,23440,s,197.017755825905,95.2961283949005,227.63550255769,613.378732477058,39.6408093794251,474.464183961238,42,21,5,6,8,2,35,2
53250,391,404,7.38,35,29,177.259191277414,3,4,208.925857944081,177.259191277414,7.15053763440863,24.5161290322582,131.799362443296,23510,s,39.3312282569769,20.6763432827164,49.6585989329624,241.657528414583,12.1255732736539,201.154610016737,10,5,0,1,3,1,10,0
53251,475,420,17.81,43,8,172.626292089125,4,2,202.91826117198,172.626292089125,12.1167876331417,18.1751814497126,137.602633578357,25640,s,67.0962779035308,39.8733005819766,85.1035857119323,297.156619110865,14.287090890108,234.084632337065,16,5,0,3,6,2,13,2
53253,518,508,10.7,27,76,185.154103873225,2,16,206.154103873225,185.154103873225,7,14,143.056845146886,22690,s,324.561289983233,302.673584830282,332.39311460526,270.422813590844,19.9615748616321,218.50170002958,10,3,1,0,4,2,6,2
53255,1197,1314,44.2,65,66,585,6,16,753,585,98,70,471,25270,s,229.421109342328,140.305427506378,247.796368613064,701,27,559,32,7,2,3,14,6,25,2
53256,162,191,12.95,6,17,87.5930232558139,2,2,152.593023255814,87.5930232558139,22,43,75.3488372093023,25070,s,47.9247433826723,13.8975605318809,43.6071876414342,86.6511627906977,7.53488372093023,63.1046511627907,10,7,0,0,2,1,7,0
53257,328,313,21.81,24,16,119.680560213968,4,1,177.58532211873,119.680560213968,32.5079365079366,25.3968253968255,95.1092016211493,25280,s,96.9281053963858,66.6545063582244,88.3901466380915,165.854710255427,13.5487448808922,136.866140675377,18,7,0,3,5,3,16,2
53258,901,956,29.17,33,41,347.07077453248,5,10,416.07077453248,347.07077453248,30,39,255.461093315663,25120,s,438.672575408109,362.562315259393,396.673592396534,580.922035349642,28.3988804513936,400.372599459855,36,14,2,6,7,7,25,6
53259,376,349,13.13,24,8,181.944793779769,8,1,204.41929208349,181.944793779769,11.2372491518602,11.2372491518602,93.9393617966085,23580,s,138.279393156237,98.5834105433217,194.514668735282,256.050430790897,12.499898805958,226.305151444424,23,9,1,0,9,4,17,4
53260,386,443,9.1,26,11,148.137748846403,4,0,168.137748846403,148.137748846403,8.99999999999998,11,114.3900307726,24650,s,228.168166044955,193.906616502659,214.467075404294,240.819958321049,9.74373506524538,203.999348810521,15,2,0,6,5,2,13,2
53261,149,165,6.67,7,7,72.8920863309356,0,3,109.662919664269,72.8920863309356,26.6588541666667,10.1119791666667,58.9568345323744,24920,s,20.2949640287771,2.07194244604317,30.1808160387949,97.5467625899285,4.28776978417268,73.9640287769787,7,5,1,0,0,1,5,0
53262,1060,1087,22.94,61,99,418,9,21,487,418,16,53,333,25000,s,242.680004263101,184.704131380518,248.128238873188,660,25,514,31,7,2,7,11,4,22,5
53263,270,292,13.88,15,13,135.210209278792,1,3,206.876875945459,135.210209278792,35.3797468354431,36.2869198312236,100.56278665907,23970,s,33.844994815754,16.9226985563459,36.7423342508168,151.833516531038,5.11080770181568,116.306016992982,9,6,0,2,0,1,9,0
53264,190,196,17.57,12,4,78.3505154639175,3,3,106.086364520521,78.3505154639175,20.8018867924528,6.93396226415094,61.701030927835,23070,s,59.0040596437291,32.5163066183629,63.0313094760391,107.731958762887,13.7113402061856,88.1443298969072,7,2,0,0,3,2,4,1
53265,770,756,48.77,39,40,321.517068368684,9,3,426.363359559223,321.517068368684,55.2415942831874,49.604696907352,248.716662597137,23840,s,116.168163028744,63.1692103273558,130.213650676099,447.534212709657,25.5016389120902,354.01441346847,16,5,2,2,5,2,14,1
53266,227,235,15.43,15,10,97,1,2,155.686390532545,97,29.3431952662723,29.3431952662723,87,25190,s,47.6652521980833,17.5635586001522,33.0692196588539,130,7,110,4,1,0,1,0,2,4,0
53267,1164,1160,36.26,97,149,479.910857700653,10,33,594.910857700653,479.910857700653,17,98,343.916632788688,24120,s,470.711386906306,361.956309801401,428.120405911509,646.445355966816,46.9490187504059,536.549490070452,60,10,7,5,30,8,43,11
53269,612,592,23.64,29,29,244.163954416088,5,3,323.830621082755,244.163954416088,31.1739130434784,48.4927536231886,203.050339939466,24410,s,115.102769359097,63.9193187458099,94.2248252351561,378.130861373907,16.2205857121813,291.407937128827,21,8,2,4,5,2,18,1
53270,110,127,7.11,7,4,50.6956521739131,0,0,82.0289855072465,50.6956521739131,24.8055555555556,6.5277777777778,45.9130434782609,25040,s,19.1814030497544,7.65217391304348,18.1548948034174,69.8260869565217,1.91304347826087,47.8260869565217,3,2,0,0,0,1,3,0
53271,2682,2855,28.9,91,334,1349.6784763738,12,46,1638.13107216805,1349.6784763738,66.081867400138,222.370728394115,839.343766879647,23640,s,1879.23305892001,1694.81122773258,1827.67009647477,1354.68335088034,127.133642055762,981.839751139255,111,14,8,11,59,19,81,22
53272,192,173,15.7,6,7,87.1783783783786,2,2,152.574719841793,87.1783783783786,37.2256097560976,28.1707317073171,74.7243243243245,21900,s,21.7738585119115,10.3215879716675,26.8923033836863,110.010810810811,11.4162162162162,81.9891891891894,6,4,1,0,0,1,6,0
53273,1080,1135,27.57,85,30,435.410570744961,19,4,490.958205508438,435.410570744961,19.1891829182918,36.3584518451845,339.643342370661,26060,s,232.573569091282,177.032651954154,156.295476341599,690.22151272428,26.2224557286672,578.800085257233,34,4,4,6,16,4,26,3
53276,905,911,18.57,49,42,382.047429566615,6,5,456.562620882955,382.047429566615,13.269828590581,61.2453627257586,300.917571593591,23090,s,320.859714994443,284.531750032494,324.187132043101,536.617843926536,24.6158869186694,413.817705792793,17,3,3,2,6,3,13,2
72001,1681,1631,12.59,108,40,655,13,13,690,655,10,25,563,27990,s,194.803511175324,157.940782305872,227.018571052754,1063,48,825,26,6,2,1,15,2,21,4
72002,199,219,15.07,14,8,88,0,2,128,88,22,18,70,24850,s,12.1086165993933,7.00265633449261,29.00858038725,115,6,87,5,1,1,0,2,1,4,0
72003,10740,11102,18.07,687,981,4657.9311170199,76,189,5073.39162762934,4657.9311170199,62.359325860485,353.101184748965,2181.00957411503,20890,27,6813.38620971579,6512.49145624114,6221.81312575939,5988.66645180938,758.801015415331,4093.69995736154,239,4,19,27,147,42,146,74
72004,569,563,15.95,41,10,218,5,3,250,218,20,12,181,26440,s,45.1062669550918,15.9268748142194,50.0382029342141,354,23,301,12,6,0,3,1,2,8,1
72005,917,961,27.21,49,44,394.983376766077,3,2,444.789437372138,394.983376766077,13.5834710743802,36.2225895316806,317.338437966042,24560,s,147.336010949608,116.209102633126,145.836047542439,531.900173294878,22.0192596534037,398.532873633809,17,4,0,4,5,4,13,3
72006,1897,1841,7.85,81,67,841,8,19,905,841,17,47,624,26810,s,1145.76359699702,1062.42735863971,1155.49218599986,1075,48,810,123,0,9,12,98,4,86,28
72007,499,480,11.67,32,15,201.374267117199,3,3,229.734782138658,201.374267117199,12.1545064377683,16.206008583691,155.609389312232,26570,s,205.946880405893,196.80708856459,215.637445844112,299.00878925666,16.9564353451309,237.122526807178,10,0,2,0,6,2,7,3
72008,5463,5251,10.76,299,288,2431.66760131586,56,59,2588.33893597575,2431.66760131586,23.3989655660881,133.272369093806,1766.3663678964,25890,11,3635.02975099998,3391.20792588569,3531.93419534991,3025.38099251001,178.128473234425,2245.49873143087,235,1,27,20,164,23,144,73
72009,351,407,8.65,18,5,135.023818186632,2,2,160.023818186632,135.023818186632,6,19,107.700147350514,24400,s,24.5928942592168,7.72356270652108,23.1298450453391,226.435076836292,16.7085218565635,180.298876202874,5,3,0,0,1,1,3,0
72010,337,405,12.64,10,12,168,4,0,208,168,27,13,128,25320,s,36.8944774238519,17.8944774238519,48.6909821933882,213,11,177,8,4,0,0,3,1,6,0
72011,898,916,28.39,56,33,385.87625132179,10,4,489.941216763877,385.87625132179,45.4652761640188,58.5996892780687,311.891411843729,24120,s,106.994495621662,54.2534737269071,124.70902164873,537.158008584882,38.6881021632899,414.257383901889,21,8,0,3,7,3,19,1
72012,478,522,16.77,33,18,204.432601342814,8,7,266.112140263645,204.432601342814,39.4344593100397,22.2450796107916,172.776470804611,25870,s,56.3330457868976,31.4846897517196,59.7418656550285,300.93603700783,10.689947640734,231.259407036802,13,6,0,3,1,3,10,0
72013,2131,2125,32.03,110,164,1005.58509741654,9,20,1270.6256676164,1005.58509741654,124.78563810966,140.254932090196,774.035683193768,23090,s,475.225416682005,396.591831656327,518.861300433223,1196.14582756294,95.8844704052419,905.036834083192,42,2,9,4,19,8,29,7
72015,107,119,8.17,12,5,46.9298245614035,0,2,70.6335282651072,46.9298245614035,15.8024691358025,7.90123456790123,40.359649122807,24770,s,24.1397559849049,15.6872777744534,21.1696783717373,68.5175438596491,5.63157894736842,45.0526315789474,3,0,0,1,1,1,3,0
72016,1458,1490,47.83,93,120,586.786849929843,12,21,647.424084142484,586.786849929843,17.8929543578286,42.7442798548127,449.068761916344,24330,s,215.295090219323,130.529411996689,275.976647642248,848.207861895848,44.5372217826263,670.571441642301,31,13,2,0,12,4,24,2
72017,229,245,7.49,15,4,87.8491379310344,2,1,96.8491379310344,87.8491379310344,3,6,73.0431034482758,27200,s,31.4833303635195,20.6243052872758,22.2857234028911,159.905172413793,4.9353448275862,119.435344827586,9,5,2,0,0,2,8,0
72018,88,89,5.68,6,1,43.1020408163265,0,2,58.1020408163265,43.1020408163265,6,9,37.7142857142857,s,s,11.1048171932609,3.63413330076825,9.06385667173467,56.5714285714285,1.79591836734694,42.204081632653,2,1,0,0,0,1,2,0
72019,335,370,18.72,24,13,137,10,0,179,137,26,16,100,25580,s,54.2243605413575,25.1863809208732,56.0395911869221,228,9,185,14,7,0,1,4,2,12,0
72020,692,737,20.81,35,27,300.104263629476,8,3,364.794056220727,300.104263629476,34.3664523141022,30.323340277149,250.137303358339,25880,s,79.2579120673094,58.1859112490683,101.593678744479,467.133074424747,30.3783140133752,348.756155139536,15,2,1,3,6,3,13,0
72021,572,626,24.56,44,32,268.623132750064,8,2,346.946366574747,268.623132750064,43.7389487592389,34.5842850654447,198.65120081551,24350,s,78.448730407119,40.2181734956707,66.8663218436685,375.764737332436,34.1300672021877,306.397009111232,13,5,0,0,7,1,10,1
72022,1217,1243,27.46,96,48,473.942113435968,9,5,548.07425629311,473.942113435968,26.0464285714285,48.0857142857141,334.68147255145,23910,s,1283.9407294907,1216.84533686952,1215.39165755784,734.85866329618,55.148514942527,578.454662341605,36,3,6,4,18,5,24,11
72023,2270,2211,31.61,106,220,970.232605140655,20,24,1149.0886562612,970.232605140655,29.9878409064385,148.868210214106,727.348511438958,24620,s,553.280970397145,430.621971928231,517.609666290455,1354.50966952634,71.1909244786333,1076.40138791338,51,6,0,12,20,13,39,10
72024,3748,3657,22.87,251,144,1597.04219886098,31,30,1707.91875877559,1597.04219886098,26.6925051646279,84.1840547499803,1290.62538805175,28010,s,779.267952878638,654.367279639016,817.286387610473,2264.19037040151,80.0655585757596,1747.78871756624,82,5,11,16,39,11,63,17
72025,1946,2075,47.09,99,79,861.508459298563,12,10,1024.88575101214,861.508459298563,53.7825867131661,109.594705000414,678.433535368381,25020,s,285.906596173336,195.126343616145,347.72702468869,1202.28152593903,71.8537794120078,961.010696803903,42,8,5,2,22,5,32,5
72026,1523,1484,23.87,112,64,646.206743235556,18,14,744.908367096005,646.206743235556,46.8069556451615,51.8946682152878,516.291078791093,26320,s,165.234167098981,115.995445365813,203.957895116022,917.690009523753,53.4557907143661,719.299735498658,24,3,2,7,10,2,20,2
72027,329,333,13.49,11,18,164,0,3,239,164,52,23,136,25140,s,41.8270372390026,24.8379311600396,53.0931412531335,200,11,159,6,0,0,2,2,2,5,0
72028,476,483,24.68,22,22,196.871480883428,5,1,273.146843202269,196.871480883428,60.217391304348,16.0579710144928,173.807536941324,24810,s,84.3836492690804,61.6217932562335,101.674849639517,286.212351962339,25.5275642656048,226.791838310539,18,8,1,0,6,3,14,1
72029,1974,1957,6.64,89,254,963.315007847527,13,66,1171.4532992745,963.315007847527,41.6276582853937,166.510633141575,562.332082059751,23110,s,807.621336561991,697.40800728048,807.8735238406,1022.46551020509,112.240963398612,754.459131779754,73,5,2,4,42,20,53,17
72031,543,528,8.48,44,18,207.032027311886,4,4,238.365360645219,207.032027311886,5.48333333333333,25.85,168.603137169649,24620,s,109.767350367044,91.5657149225939,81.7122335380254,348.544423454935,24.6937537801638,292.233549984988,15,0,1,3,8,3,12,2
72032,334,333,18.28,21,14,154.657868402587,3,3,211.926736327115,154.657868402587,31.1462264150945,26.1226415094341,124.345865591535,25250,s,26.8885716838791,12.8478613473628,27.7092003701655,210.396723384652,19.0162250436289,174.376702144683,6,2,1,0,0,3,4,0
72034,434,453,6.73,10,17,182.810975616542,0,2,197.239063603006,182.810975616542,3.84749012972363,10.58059785674,163.99210606023,28460,s,90.9286915992249,76.9402358404717,89.589738300181,255.414343829848,6.96283126753674,199.66119492233,13,2,5,0,5,1,9,3
72035,2025,2222,20.6,65,216,1042.20679897905,15,43,1344.99446541213,1042.20679897905,70.9502452697968,231.83742116328,737.236322978147,24030,s,666.635215473208,578.204908419373,1223.4143099099,1056.39489257399,148.309007729022,749.787391082514,58,2,9,4,36,7,46,9
72036,306,337,3.85,26,14,127.626110469699,2,3,140.99822129168,127.626110469699,1.02862390938314,12.3434869125977,122.375575929892,25350,s,16.4850449317943,9.10738795667555,44.108193897434,176.084317327603,7.8946062558326,138.183845275038,6,0,1,2,2,1,4,0
72037,129,97,2.04,10,9,58.05,0,0,75.05,58.05,10,7,44.075,23500,s,4.21231343600744,1.075,2.01973684210526,74.175,9.675,59.125,1,0,0,0,0,1,1,0
72038,534,626,11.76,41,29,232.857839611956,3,7,295.857839611956,232.857839611956,30,33,193.804958154677,24980,s,146.100673324793,132.508672043715,152.170767638615,341.063871017437,20.4909324629638,263.80055303741,7,0,1,1,3,2,4,1
72039,3721,3869,40.08,206,374,1786.51696411856,33,58,2190.96011541667,1786.51696411856,98.3509400179043,306.092211280212,1216.86597459147,23060,s,1330.88821367249,1170.97951069409,1300.37116590987,1944.42353685091,150.846800894829,1452.684103643,90,5,12,11,51,11,72,13
72040,153,135,10.75,10,4,62.6875,2,0,90.5874999999999,62.6875,6.19999999999998,21.6999999999999,42.5,22850,s,13.75,4.1875,15.1715026750763,98.8125,9.5625,77.5625,5,1,0,1,2,1,5,0
72041,352,324,12,30,16,130.896962914007,2,0,150.15029624734,130.896962914007,6.08000000000004,13.1733333333334,117.674507046472,25620,s,36.1195829087955,18.9145367703179,42.4200483147394,221.140956811752,4.05677625894066,187.809513949178,11,4,1,1,4,1,10,0
72042,2121,2068,26.77,138,132,994,20,29,1173,994,65,114,700,24280,s,775.86947376195,665.708008390203,773.187871935086,1163,90,875,86,9,8,11,47,11,65,12
72043,335,316,0.36,22,12,148.892569466806,2,2,183.0724636467,148.892569466806,8.04232804232808,26.1375661375663,121.951190804096,25970,s,13.5162482344198,8.34186074653535,20.18421386754,187.501658350048,12.3459612963826,150.602649706635,3,0,0,1,1,1,3,0
72044,431,439,12.02,24,14,166.975842916129,6,4,204.975842916129,166.975842916129,13,25,136.931730937664,24940,s,56.4896024562236,32.5579713186431,44.1473996204188,265.446905540523,11.0032129523257,216.571081334097,9,5,1,1,0,2,8,0
72045,781,812,15.9,67,21,285.462235406226,7,2,319.27763960951,285.462235406226,13.3212198376574,20.4941843656268,246.929579586127,26420,s,48.6084515715295,20.4174190781924,55.8831081040809,490.757046002249,25.4077895375447,403.393306020534,9,3,1,1,2,2,6,0
72046,1562,1541,18.35,122,70,660.492809845999,16,12,765.304775019537,660.492809845999,58.7407716906643,46.071193482874,514.713543034545,24720,s,256.234292133845,207.61390581245,252.382107402519,961.560184165722,49.1896462117622,781.372112596231,23,3,1,3,11,5,14,4
72047,2127,2148,14.51,123,73,809.778159106077,24,12,868.042396008127,809.778159106077,28.1275626423691,30.1366742596812,685.782982627381,26250,s,253.112544725276,216.174050342946,249.766835970462,1350.97780119591,54.0046559655815,1047.16161006709,28,3,4,4,14,3,21,4
72048,537,556,9.85,33,17,210.771849365457,6,2,241.206631974153,210.771849365457,10.1449275362319,20.2898550724638,187.606397082219,25290,s,59.3740991094607,46.7843222473322,73.7311692025128,354.73687972797,15.677540520688,283.447033045438,8,2,1,3,1,1,7,0
72049,250,246,11.47,9,17,103.852983241709,2,2,143.118289364158,103.852983241709,26.1768707482994,13.0884353741497,84.6935129505406,22810,s,42.3870945039849,31.2916180683676,67.8612470938767,142.131004248966,4.03175055063624,105.84210329691,13,4,1,2,3,3,11,1
72050,1525,1609,16.27,82,139,722.546408378013,9,22,818.2734130467,722.546408378013,19.5571299860757,76.1698746826107,436.70270001514,24140,s,1485.47222539289,1360.70160743495,1239.29884688545,870.949380813175,56.8536988542867,666.123503898359,79,10,23,5,31,10,54,19
72051,3365,3372,32.52,203,124,1390.52598257027,25,21,1519.43669451997,1390.52598257027,41.7336837247241,87.1770282249793,1072.55789669527,26370,s,633.348618832947,504.13878134114,548.113154905363,2109.12123395801,102.482303603011,1673.72141558285,83,8,9,19,41,6,62,13
72052,668,701,22.83,19,86,332.898197675418,4,18,501.467746547598,332.898197675418,109.015037593985,59.5545112781954,284.575960795997,26200,s,103.461538779128,67.7874128026086,116.579665657192,309.782126717703,20.3996391562502,217.005471419159,14,3,1,0,7,3,11,1
72053,1161,1220,25.83,88,50,499,12,6,558,499,27,32,395,26330,s,228.445449669011,197.54283975335,205.568368873857,718,28,564,13,4,3,2,2,2,9,4
72054,3680,3857,13.94,210,111,1367.29394884184,22,14,1429.67877642805,1367.29394884184,25.1551724137932,37.229655172414,988.379855707364,25470,s,3905.08422791228,3750.99756701443,3946.65929009909,2347.81065365769,167.746835405863,1845.41042294415,111,3,20,20,56,12,66,39
72056,1303,1373,13.14,59,131,530.050093117232,11,24,566.175391803015,530.050093117232,5.70399452933409,30.4213041564485,434.917018728692,25700,s,145.013575893294,109.890070610499,119.125610601354,704.448397783153,41.5709094840902,567.573795749076,15,2,1,2,7,3,12,2
72057,68,68,5.98,8,2,31.1666666666667,0,0,35.2719298245614,31.1666666666667,0,4.10526315789472,28.3333333333333,s,s,8.55555555555555,0.944444444444444,12.8770317147234,48.1666666666666,0.944444444444444,40.6111111111111,0,0,0,0,0,0,0,0
72058,6803,6463,35.06,323,342,2771,58,69,2966,2771,54,141,2167,28860,7,1864.18065505443,1653.45875663609,1851.94909986073,4038,175,3058,183,2,23,30,108,20,123,48
72059,816,859,27.74,53,36,365.328847842594,11,3,438.977736731483,365.328847842594,29.2577777777778,44.3911111111112,254.268094186182,24720,s,144.090715100175,72.4536799153525,196.488179913347,507.491537888712,33.631037355058,410.946500979957,36,9,4,6,12,5,28,2
72060,282,269,14.43,19,14,132,0,2,190,132,42,16,93,22860,s,32.9142290038148,20.9495317218782,42.2960032532652,164,21,121,7,2,1,1,1,2,7,0
72061,1725,1691,33.04,121,56,699.953907345033,14,10,772.412891398955,699.953907345033,13.2671379253659,59.1918461285554,495.008221415658,24860,s,253.929929499253,204.321325074294,287.883204340241,1070.53787063635,70.9048521517179,897.885894345982,24,3,3,5,11,2,15,5
72062,779,879,16.53,43,27,348,5,4,389,348,17,24,259,25730,s,174.610521414716,143.677902951637,161.438561971646,507,25,415,22,3,4,3,8,4,15,6
72064,517,545,18.65,19,29,237.423717489081,4,7,298.017776895021,237.423717489081,31.3069306930693,29.2871287128713,205.000899542483,26080,s,57.6601774214007,28.7879088570452,84.2747302074298,292.17597923339,27.0563945815283,229.49336141021,16,11,0,2,1,2,15,0
72065,2252,2389,5.93,104,86,1009.2007428333,20,14,1071.65474482823,1009.2007428333,2.01464522564298,60.4393567692894,786.638257958346,29750,s,2385.78166767951,2220.04718679211,2284.68051543482,1294.51374440522,58.0424905837183,928.500846607666,287,2,16,21,230,18,201,74
72066,421,454,6.38,34,7,170.021262818411,4,2,184.417754046481,170.021262818411,12.3398496240602,2.05664160401003,148.776266763941,27040,s,14.7180497267643,9.9226888294582,24.0774542422811,252.724886147651,6.92090260290909,198.405077560217,4,1,0,0,1,2,2,0
72067,998,975,19.2,72,50,400,13,5,455,400,23,32,324,25130,s,112.282938564762,70.1996648840387,112.226564024768,624,33,524,15,2,5,2,4,2,12,1
72068,1370,1440,8.3,54,275,700.300212889702,2,45,950.040822594922,700.300212889702,72.7988821812785,176.941727523941,429.818575889182,23120,s,961.205780876153,821.53365042848,854.52341785242,646.601029994002,83.7505606337295,466.928946993308,78,3,8,5,48,14,60,14
72070,250,242,7.27,17,7,111.167746018653,1,5,134.167746018653,111.167746018653,11,12,95.1434857622566,24410,s,11.6510662111672,5.64514138370031,20.9975274150719,163.029936564502,10.9918509668416,124.015576463513,3,1,0,0,0,2,3,0
72071,5707,6160,26.99,260,605,2923,43,119,3599,2923,211,465,1776,22730,21,3164.71420252144,2858.28506079285,3072.93045136904,2910,292,2053,198,5,14,10,130,39,135,49
72072,255,263,9.39,19,6,97.6171875,3,1,111.727784251115,97.6171875,4.70353225037176,9.40706450074352,86.66015625,26170,s,10.900092178299,6.91571717829902,15.5045348167495,164.35546875,5.9765625,129.4921875,4,1,0,0,2,1,3,0
72073,1164,1065,11.19,75,20,456.504279759113,11,6,479.495802735762,456.504279759113,1.0948344274595,21.89668854919,326.281062409967,27040,s,103.255073838547,58.4736230957544,103.210981907461,758.607823547704,47.6563598486498,601.938928180273,23,4,2,2,9,6,16,2
72074,213,210,11.47,9,13,99,0,2,139,99,23,17,88,26180,s,12,6,14.0171673819743,118,4,95,4,2,0,0,1,1,2,0
72075,996,969,22.79,68,29,399.265521517384,8,6,458.643631435539,399.265521517384,20.2138246529891,39.1642852651664,336.140176902356,26100,s,102.187480690068,68.2482819957913,100.841169218411,630.495342166288,25.754858704071,508.96301670833,17,6,2,1,6,2,14,1
72076,259,226,2.16,26,8,91.3485477178425,7,0,103.73026814795,91.3485477178425,3.09543010752687,9.28629032258061,85.97510373444,27170,s,6.09997250849595,3.95059491513495,4.0363275618425,145.082987551867,6.448132780083,120.365145228216,1,0,0,0,0,1,1,0
72077,436,431,30.56,17,23,198.832673840634,5,4,304.548591238295,198.832673840634,61.7548428362574,43.9610745614036,160.765972490987,24150,s,262.893276370262,225.108478102924,275.348005283675,240.497066979236,22.2425198427527,182.775838396237,16,5,1,1,6,3,9,7
72078,353,368,10.38,22,18,158.902832695047,1,4,204.236166028381,158.902832695047,17.5151515151515,27.8181818181818,123.041383898435,23620,s,143.751752939199,128.824634630575,168.66688817461,212.026178746136,9.02647676161765,159.834034879175,15,6,3,2,2,2,13,1
72079,308,307,7.99,22,10,126.834052188495,0,0,142.949160102164,126.834052188495,4.02877697841728,12.0863309352518,103.688985602395,25730,s,22.73518975636,15.7215910858523,19.7024148326404,187.376134077935,4.02291193528125,147.886811063784,5,2,0,1,1,1,4,0
72080,2746,2685,30.37,121,109,1188.97161639094,11,21,1292.25871491044,1188.97161639094,34.7600812325248,68.5270172869775,928.610894165329,26610,s,2789.73532607541,2653.49187567892,2714.44277180822,1521.40880031671,72.0876974400747,1139.16553554707,101,8,9,15,61,8,75,25
72083,357,410,14.23,24,6,140.857364152589,6,1,185.086530819255,140.857364152589,23.1197916666666,21.1093749999999,109.242125409986,26050,s,44.9405579304048,20.8747308520199,57.7141634687735,239.619854784288,15.1662159073355,189.145379964095,10,3,1,1,2,3,9,0
72084,1276,1266,17.82,96,41,546.363495847776,8,11,639.187831791702,546.363495847776,29.2031618699993,63.6211740739271,458.286476563639,25500,s,141.119383328768,100.387303434384,120.841704129911,794.704781417306,48.1182216677983,614.038591183777,18,2,2,3,9,2,11,3
72085,177,194,13.6,6,11,93.8963414634149,2,4,150.563008130081,93.8963414634149,37.3999999999999,19.2666666666666,76.628048780488,25690,s,31.7256004815272,13.4535948723457,30.4923105400131,118.719512195122,5.39634146341465,99.2926829268296,6,3,1,1,0,1,4,0
72086,138,134,5.64,10,4,56,3,0,73,56,10,7,50,27210,s,13.0855188390442,4.0301567333109,15.3432390586281,82,12,63,3,2,0,0,0,1,3,0
72087,460,529,30.8,16,25,220.932198874031,2,4,296.932198874031,220.932198874031,33,43,185.261372063072,26120,s,59.8179889458016,39.452272814073,63.3441007854821,282.057205809066,13.4334688046358,204.715008241698,16,5,2,2,5,2,14,0
