id_election,annee,type_election,code_commune,libelle_commune,code_departement,region,code_region,total_inscrits,total_votants,total_abstentions,total_blancs,total_nuls,total_exprimes,nb_bureaux,taux_participation_reel,taux_abstention_reel,famille_dominante,pct_voix_famille_dominante,pct_autre,pct_centre,pct_divers,pct_droite,pct_ecologie,pct_extreme_droite,pct_gauche,pct_gauche_radicale
2022_pres_t1,2022,pres,44148,Ruffigné,44,Pays de la Loire,52,452,348,104,7,1,340,1,76.99115,23.00885,autre,100,100,0,0,0,0,0,0,0
2022_pres_t1,2022,pres,44149,Saffré,44,Pays de la Loire,52,2909,2252,657,66,24,2162,3,77.414919,22.585081,autre,100,100,0,0,0,0,0,0,0
2022_pres_t1,2022,pres,44150,Saint-Aignan-Grandlieu,44,Pays de la Loire,52,3241,2547,694,67,28,2452,4,78.586856,21.413144,autre,100,100,0,0,0,0,0,0,0
2022_pres_t1,2022,pres,44151,Saint-André-Des-Eaux,44,Pays de la Loire,52,5430,4375,1055,63,32,4280,5,80.570902,19.429098,autre,100,100,0,0,0,0,0,0,0
2022_pres_t1,2022,pres,44152,Sainte-Anne-Sur-Brivet,44,Pays de la Loire,52,2262,1798,464,42,6,1750,2,79.487179,20.512821,autre,100,100,0,0,0,0,0,0,0
2022_pres_t1,2022,pres,44153,Saint-Aubin-Des-Châteaux,44,Pays de la Loire,52,1241,993,248,34,11,948,1,80.016116,19.983884,autre,100,100,0,0,0,0,0,0,0
2022_pres_t1,2022,pres,44154,Saint-Brevin-Les-Pins,44,Pays de la Loire,52,11757,9369,2388,162,57,9150,12,79.688696,20.311304,autre,100,100,0,0,0,0,0,0,0
2022_pres_t1,2022,pres,44155,Saint-Colomban,44,Pays de la Loire,52,2460,2003,457,24,27,1952,2,81.422764,18.577236,autre,100,100,0,0,0,0,0,0,0
2022_pres_t1,2022,pres,44156,Corcoué-Sur-Logne,44,Pays de la Loire,52,2179,1672,507,28,13,1631,2,76.732446,23.267554,autre,100,100,0,0,0,0,0,0,0
2022_pres_t1,2022,pres,44157,Saint-Etienne-De-Mer-Morte,44,Pays de la Loire,52,1150,882,268,12,4,866,1,76.695652,23.304348,autre,100,100,0,0,0,0,0,0,0
2022_pres_t1,2022,pres,44158,Saint-Etienne-De-Montluc,44,Pays de la Loire,52,5996,4829,1167,81,21,4727,7,80.537025,19.462975,autre,100,100,0,0,0,0,0,0,0
2022_pres_t1,2022,pres,44159,Saint-Fiacre-Sur-Maine,44,Pays de la Loire,52,1017,835,182,12,9,814,1,82.104228,17.895772,autre,100,100,0,0,0,0,0,0,0
